borrower_id,age,gender,state,employment_type,monthly_income_est,bvn_verified,signup_date,acquisition_channel
BRWE19C2FAC,61,M,Lagos,Salaried,191919,False,2024-03-03,Social Media
BRW410B39AA,60,Unspecified,Rivers,Self-Employed,152750,True,2024-06-07,Organic
BRW2F85F2AC,48,F,Abuja,Self-Employed,106078,True,2022-10-08,Social Media
BRW1BE87225,25,M,Rivers,Gig Worker,134201,True,2022-09-23,Organic
BRWE1A7DB82,19,M,Borno,Gig Worker,76168,True,2022-07-23,Social Media
BRWADFA8EE3,30,F,Katsina,Self-Employed,220572,True,2024-07-23,Referral
BRW489AE0C6,28,F,Rivers,Salaried,490555,True,2023-11-15,Social Media
BRW7F38B429,21,F,Katsina,Gig Worker,127938,False,2024-01-21,Social Media
BRWB7797C0F,21,M,Kaduna,Self-Employed,78662,True,2024-09-20,Referral
BRW5D8A78C3,24,M,Edo,Gig Worker,149530,False,2023-10-12,Social Media
BRWD3AB1A34,62,F,Rivers,Salaried,194621,True,2023-07-14,Referral
BRW28892596,38,F,Imo,Salaried,189976,True,2022-01-15,Social Media
BRW3CE217D1,27,M,Edo,Salaried,240938,True,2023-05-27,Referral
BRWDAC615B2,31,F,Delta,Self-Employed,132330,True,2024-02-23,Social Media
BRW575E9C6B,60,M,Ogun,Self-Employed,137811,True,2023-03-23,Social Media
BRW28B774EF,54,F,Katsina,Gig Worker,77343,True,2024-08-05,Agent
BRWFFF3B63B,20,M,Lagos,Salaried,134427,True,2023-02-26,Organic
BRW69670626,48,M,Enugu,Self-Employed,182798,True,2024-04-05,Organic
BRW3863EA2E,25,F,Anambra,Self-Employed,98426,True,2022-07-20,Agent
BRWC567D9D4,61,F,Delta,Self-Employed,248077,False,2023-10-23,Referral
BRWABA83A8D,47,F,Anambra,Salaried,276421,True,2024-06-19,Referral
BRWF57DF4C9,25,M,Plateau,Unemployed,18589,True,2022-01-16,Organic
BRW09DFB256,50,F,Ogun,Gig Worker,88021,True,2022-06-24,Agent
BRW8B68AABC,64,M,Imo,Salaried,285186,True,2022-02-22,Referral
BRWFEE98D34,36,M,Katsina,Salaried,413590,True,2024-07-14,Social Media
BRWED5A5239,21,F,Anambra,Salaried,452257,True,2023-08-14,Referral
BRWA1B8BE8D,54,F,Kano,Self-Employed,108217,False,2022-07-28,Organic
BRW78FF52AF,18,F,Lagos,Salaried,483718,True,2023-07-11,Agent
BRW88FC2D4F,19,F,Enugu,Self-Employed,234599,True,2024-03-07,Social Media
BRW4A749CAB,24,M,Edo,Gig Worker,58918,True,2024-03-09,Referral
BRW64C67923,28,M,Plateau,Salaried,107131,True,2022-01-24,Referral
BRW2F11AC72,36,F,Abuja,Salaried,320715,True,2022-10-17,Organic
BRW8EAC45E0,22,F,Rivers,Salaried,269476,True,2023-05-18,Referral
BRW37A9C713,29,M,Imo,Self-Employed,204018,True,2024-06-30,Social Media
BRW39D33693,58,M,Plateau,Gig Worker,43567,True,2023-08-04,Referral
BRW4D8122BA,55,Unspecified,Enugu,Salaried,259731,False,2023-09-07,Social Media
BRWCBFCD8BB,21,M,Ogun,Gig Worker,141449,True,2022-01-24,Social Media
BRW61BD4CCA,48,M,Rivers,Salaried,271307,True,2022-05-22,Organic
BRW669515FC,46,M,Abuja,Unemployed,0,True,2023-07-19,Referral
BRW7770005A,31,M,Delta,Gig Worker,77155,False,2022-09-14,Organic
BRW0112CA4A,44,F,Abuja,Gig Worker,56842,True,2024-02-24,Social Media
BRW428489D1,22,M,Plateau,Salaried,458567,True,2023-09-03,Referral
BRWEBF7F52C,52,M,Rivers,Self-Employed,199198,True,2023-01-18,Agent
BRW37BF81FB,52,M,Anambra,Self-Employed,273163,True,2023-02-24,Organic
BRW902106B1,53,M,Delta,Self-Employed,293007,True,2022-07-04,Referral
BRW887A22E2,30,M,Imo,Salaried,208617,True,2022-05-29,Referral
BRW3157972B,21,F,Rivers,Salaried,85715,True,2024-03-25,Social Media
BRWEB4938FD,23,F,Anambra,Salaried,228695,True,2023-07-29,Organic
BRW155D9B84,38,F,Ogun,Gig Worker,132710,False,2023-03-08,Referral
BRWD3F71CE8,30,M,Borno,Gig Worker,45971,True,2022-02-17,Agent
BRWC73AB1C2,30,F,Ogun,Salaried,169726,True,2023-08-14,Organic
BRWC630F2FF,18,Unspecified,Plateau,Gig Worker,95465,True,2022-05-15,Referral
BRWADE4DF55,29,M,Kaduna,Gig Worker,140328,True,2022-03-13,Social Media
BRW5A216166,53,M,Borno,Self-Employed,118904,True,2022-03-23,Social Media
BRW2401DCB5,25,M,Enugu,Self-Employed,143108,True,2023-10-19,Agent
BRWFB4D804F,21,M,Rivers,Self-Employed,201998,True,2022-01-11,Organic
BRW7937F7AC,64,M,Kano,Gig Worker,114929,True,2024-01-12,Agent
BRW2E21A47A,28,F,Oyo,Unemployed,5161,False,2022-02-14,Organic
BRW292464D4,61,F,Borno,Salaried,252663,True,2022-10-04,Referral
BRWA63B1329,59,M,Edo,Self-Employed,71431,True,2023-08-22,Agent
BRW6A80526A,62,F,Anambra,Self-Employed,157120,True,2023-08-15,Social Media
BRW5CDCCAE8,32,F,Rivers,Salaried,485087,True,2024-02-24,Organic
BRWB2DA797A,20,M,Imo,Self-Employed,268818,True,2022-07-30,Referral
BRWFFCC6028,19,M,Rivers,Self-Employed,95699,True,2023-01-30,Organic
BRW5B381B88,20,F,Anambra,Salaried,389604,False,2024-02-18,Agent
BRWCCE2F350,45,M,Plateau,Gig Worker,131123,True,2024-07-27,Social Media
BRW43B66A35,63,M,Delta,Gig Worker,87300,True,2022-10-12,Social Media
BRW372F3015,43,M,Plateau,Unemployed,23915,True,2022-04-23,Organic
BRW4F7C0D1C,57,M,Anambra,Salaried,94987,True,2022-09-29,Organic
BRW06825D3B,35,M,Anambra,Self-Employed,95591,True,2022-12-08,Organic
BRW4E4735B9,24,M,Plateau,Salaried,420064,True,2022-10-29,Organic
BRWE2A754F6,22,M,Delta,Salaried,398477,True,2022-02-21,Referral
BRW6831DBBD,62,F,Ogun,Salaried,107859,True,2022-03-09,Social Media
BRWD78C2D59,24,F,Delta,Gig Worker,111686,True,2022-08-14,Referral
BRWF407A476,56,M,Rivers,Salaried,187848,True,2022-10-22,Referral
BRW88F3BA4D,25,M,Katsina,Salaried,177034,True,2024-01-27,Social Media
BRW4B00209E,58,F,Kano,Salaried,245209,True,2024-07-10,Social Media
BRWC91814FF,62,M,Kano,Gig Worker,76088,False,2024-06-21,Organic
BRWF6BBC409,43,M,Enugu,Gig Worker,97857,True,2023-05-16,Agent
BRW135E790F,32,F,Oyo,Salaried,89117,False,2023-06-22,Social Media
BRW4FB7FA03,48,M,Katsina,Gig Worker,33106,True,2023-05-18,Referral
BRW86A0645B,64,M,Enugu,Salaried,335062,True,2022-12-28,Social Media
BRWE7797FD7,26,F,Plateau,Self-Employed,214047,False,2023-05-11,Organic
BRW17712F38,43,M,Delta,Gig Worker,22716,False,2023-11-07,Agent
BRWA3597CAD,27,F,Delta,Salaried,382820,True,2024-02-02,Organic
BRW10404403,59,F,Plateau,Self-Employed,68293,True,2023-07-12,Agent
BRWB665D808,31,F,Kaduna,Unemployed,0,False,2023-02-05,Social Media
BRW2054A051,61,M,Anambra,Salaried,179914,True,2024-05-04,Referral
BRWCFBD5EBF,30,F,Kaduna,Self-Employed,293795,True,2024-09-19,Organic
BRWC62D8D7D,60,M,Oyo,Salaried,436999,True,2023-11-12,Organic
BRW33DA6295,32,M,Lagos,Salaried,234521,True,2024-04-25,Social Media
BRW057F5762,19,M,Edo,Salaried,305613,True,2022-09-15,Organic
BRW867FBA7B,56,F,Borno,Gig Worker,85797,True,2024-09-03,Organic
BRW50F04656,24,F,Oyo,Unemployed,0,True,2023-04-30,Agent
BRW8545E607,24,M,Plateau,Gig Worker,70625,True,2022-09-25,Agent
BRW6F25B65B,38,F,Kaduna,Salaried,308493,True,2022-05-23,Referral
BRWD4CE78DA,23,M,Oyo,Salaried,370604,True,2023-08-04,Agent
BRW987B1F2D,31,F,Delta,Salaried,490205,True,2023-06-24,Social Media
BRWFED9DCEF,25,M,Enugu,Unemployed,0,True,2023-02-25,Social Media
BRW84036DB1,59,M,Borno,Salaried,482008,True,2024-07-17,Social Media
BRW364CAD06,24,F,Plateau,Self-Employed,73364,True,2022-10-28,Organic
BRWE9AFDB26,54,M,Borno,Salaried,431314,True,2023-06-15,Social Media
BRW83708DBC,19,M,Ogun,Salaried,420724,True,2022-10-25,Social Media
BRW882579A0,44,F,Imo,Gig Worker,35917,True,2024-01-05,Organic
BRWD79A4407,23,F,Kano,Salaried,468195,True,2023-11-23,Referral
BRW52CD075D,21,Unspecified,Lagos,Self-Employed,228518,True,2023-10-01,Referral
BRWBFCDDF6C,20,F,Anambra,Salaried,396560,True,2022-07-29,Organic
BRW5326B7F4,18,M,Abuja,Self-Employed,142423,True,2023-05-11,Agent
BRW7603EF2D,52,M,Ogun,Gig Worker,91659,True,2024-05-29,Referral
BRW9B257C7B,21,M,Edo,Salaried,91354,True,2022-09-04,Organic
BRWBC4C2882,47,M,Oyo,Self-Employed,164822,True,2024-09-09,Social Media
BRWEDB44C6E,27,F,Abuja,Salaried,282281,True,2024-04-13,Social Media
BRWDBB55D93,18,M,Ogun,Self-Employed,187904,True,2023-10-23,Referral
BRWC4F361F1,42,F,Kano,Self-Employed,278055,True,2024-01-11,Social Media
BRW8FA5D90E,18,F,Anambra,Salaried,342478,True,2024-07-13,Referral
BRWED136D5D,28,M,Imo,Salaried,423890,True,2022-12-14,Social Media
BRW0FF09920,55,F,Oyo,Salaried,491545,False,2022-03-11,Agent
BRW59D44057,41,F,Kano,Self-Employed,163667,True,2024-08-07,Social Media
BRW124754BC,42,M,Ogun,Salaried,445831,True,2023-09-25,Referral
BRW0BE9C210,19,M,Abuja,Salaried,464238,True,2023-05-27,Agent
BRW067087F4,32,F,Plateau,Gig Worker,148624,True,2022-08-31,Organic
BRWEE1A8F33,57,F,Delta,Gig Worker,70342,False,2022-03-05,Referral
BRWB101A5A6,20,M,Kaduna,Gig Worker,29552,True,2024-05-10,Organic
BRW1B755E5F,22,M,Imo,Salaried,315672,True,2022-07-24,Organic
BRWFB5B6864,32,M,Kano,Gig Worker,49556,True,2023-06-26,Referral
BRW86DD0713,22,F,Abuja,Self-Employed,204918,True,2024-04-09,Organic
BRW3912DB29,18,M,Abuja,Gig Worker,94487,True,2023-11-30,Referral
BRWFCC968E4,59,M,Rivers,Self-Employed,170069,True,2023-05-01,Social Media
BRW192A967B,27,M,Abuja,Gig Worker,131859,True,2023-10-03,Social Media
BRW3E65F658,19,M,Abuja,Salaried,490196,True,2022-08-25,Organic
BRWC58F6538,34,F,Oyo,Salaried,231989,True,2023-01-02,Organic
BRW928E0084,56,M,Anambra,Unemployed,0,False,2023-05-28,Social Media
BRW523A8640,39,M,Enugu,Self-Employed,273782,False,2022-09-27,Referral
BRW6C165299,18,M,Borno,Self-Employed,92562,True,2022-07-29,Social Media
BRW1105435A,47,M,Enugu,Unemployed,26736,True,2024-08-28,Social Media
BRW749AAA41,38,M,Abuja,Gig Worker,125839,False,2023-09-05,Referral
BRW3BFDD682,60,F,Oyo,Gig Worker,82753,True,2022-04-17,Organic
BRWC49F5D77,33,M,Borno,Gig Worker,76559,False,2024-09-21,Organic
BRW7C9151B5,60,F,Anambra,Salaried,489900,True,2023-01-24,Referral
BRW0C6010A7,47,M,Delta,Self-Employed,53668,True,2023-03-17,Referral
BRWC3CB836E,35,F,Plateau,Salaried,141862,True,2022-07-18,Social Media
BRWC3013676,59,F,Rivers,Salaried,128229,True,2024-02-10,Agent
BRWE843E68D,51,F,Edo,Self-Employed,299768,True,2024-04-12,Organic
BRW2D0B805F,19,M,Kaduna,Self-Employed,114080,True,2024-06-30,Organic
BRW07FA27D2,25,F,Imo,Self-Employed,165488,True,2022-09-14,Agent
BRWF819779C,23,M,Plateau,Gig Worker,126617,False,2023-03-31,Referral
BRW0BCF6A0F,61,F,Rivers,Gig Worker,58362,True,2022-10-01,Social Media
BRW737349A8,34,F,Katsina,Salaried,261736,False,2023-05-13,Organic
BRW6BB91DAA,23,M,Katsina,Salaried,353151,True,2022-05-06,Social Media
BRW1B2F3045,52,F,Imo,Salaried,203262,True,2024-09-02,Organic
BRWAB803524,33,F,Oyo,Salaried,225734,False,2022-03-28,Organic
BRW1088A0F0,55,F,Delta,Self-Employed,44941,True,2022-08-18,Organic
BRW282A1324,22,F,Lagos,Self-Employed,53699,True,2022-12-23,Agent
BRW5456DEB5,58,F,Plateau,Gig Worker,64068,True,2024-02-11,Social Media
BRW9DE949C3,48,M,Delta,Salaried,405860,True,2024-08-08,Referral
BRW1C3C0507,19,F,Plateau,Salaried,283481,True,2024-05-29,Agent
BRW6EF55507,34,F,Anambra,Self-Employed,228539,True,2024-09-10,Social Media
BRW0A3C959E,47,M,Imo,Unemployed,9321,False,2022-03-29,Agent
BRW7358D8B8,49,M,Ogun,Salaried,379411,True,2022-10-03,Referral
BRW96849159,50,M,Oyo,Gig Worker,99691,True,2022-11-25,Referral
BRW4B67F798,54,M,Enugu,Self-Employed,44526,True,2023-01-03,Social Media
BRWCCDF872C,54,F,Abuja,Salaried,110715,True,2023-09-17,Social Media
BRWB3A375BF,61,F,Oyo,Self-Employed,107634,True,2023-05-22,Organic
BRWB3803DE6,40,F,Rivers,Salaried,403983,True,2022-02-09,Organic
BRW5908F14E,33,M,Katsina,Self-Employed,123187,True,2024-09-01,Referral
BRW1F4954C1,24,F,Edo,Salaried,435670,True,2024-01-06,Organic
BRW6B0C762B,23,M,Anambra,Salaried,345781,True,2022-07-28,Social Media
BRW5B4524A5,28,M,Delta,Gig Worker,74521,False,2022-05-27,Organic
BRW313BD76E,38,M,Imo,Self-Employed,295616,True,2024-08-23,Agent
BRW9070931B,39,M,Kano,Salaried,103388,False,2022-01-27,Organic
BRWDEF0F897,23,F,Anambra,Salaried,455268,True,2023-12-31,Social Media
BRW9AFB17AE,23,F,Kano,Gig Worker,24272,True,2023-10-27,Organic
BRW768462AC,19,Unspecified,Imo,Unemployed,0,True,2023-03-05,Social Media
BRW2D30EB07,21,M,Enugu,Gig Worker,124622,True,2023-06-17,Social Media
BRW0F9FC57E,24,F,Kaduna,Gig Worker,58412,True,2024-02-26,Agent
BRW788C2EA9,23,F,Enugu,Salaried,140511,True,2024-06-20,Social Media
BRWDEF68D8E,20,F,Imo,Self-Employed,60039,True,2022-08-24,Social Media
BRW154FCEEA,30,Unspecified,Plateau,Self-Employed,256736,True,2024-03-06,Agent
BRW263D44BF,43,M,Oyo,Gig Worker,99370,True,2022-05-01,Organic
BRW73D9AE45,30,F,Rivers,Unemployed,0,False,2024-06-16,Social Media
BRW18905C74,22,F,Plateau,Self-Employed,240673,True,2022-04-14,Organic
BRW9DF6A2FE,18,M,Abuja,Self-Employed,220891,True,2024-06-06,Social Media
BRW88271649,28,M,Anambra,Self-Employed,73411,True,2022-10-28,Organic
BRWC0A652DB,58,F,Abuja,Gig Worker,97526,False,2022-02-16,Organic
BRWCA8A1178,59,F,Delta,Unemployed,18398,True,2023-05-04,Referral
BRWE7102119,47,F,Plateau,Gig Worker,97274,True,2022-06-05,Agent
BRWBCD8CC62,37,M,Kaduna,Self-Employed,210237,True,2023-06-05,Referral
BRW2226E454,25,M,Kaduna,Gig Worker,50443,True,2023-06-15,Agent
BRWBE2F1817,36,M,Delta,Gig Worker,75927,True,2022-07-02,Agent
BRW237A04A6,19,M,Ogun,Unemployed,0,False,2022-11-18,Organic
BRWFE83E0EC,25,M,Rivers,Salaried,223575,False,2022-10-23,Agent
BRW7B2FD9E9,24,F,Imo,Self-Employed,67818,True,2022-04-09,Organic
BRW82883C81,54,F,Lagos,Gig Worker,23584,False,2023-07-07,Social Media
BRWE58DEB32,22,M,Rivers,Self-Employed,255586,True,2024-08-28,Social Media
BRW39769A68,47,M,Plateau,Self-Employed,257851,True,2023-12-25,Agent
BRWF38DB512,21,M,Edo,Gig Worker,84651,True,2022-10-13,Referral
BRWFB45D432,20,F,Rivers,Self-Employed,60726,True,2022-12-01,Organic
BRW7F958A08,26,M,Borno,Self-Employed,232812,True,2023-12-06,Social Media
BRWDFAB9AAC,59,F,Anambra,Self-Employed,284414,True,2024-05-11,Social Media
BRWAC605A35,54,F,Lagos,Self-Employed,288822,True,2023-08-24,Social Media
BRW1603B4D0,61,M,Enugu,Gig Worker,54771,True,2024-01-22,Social Media
BRW15CB6792,21,F,Edo,Self-Employed,63255,True,2022-08-08,Organic
BRW2B260E76,19,F,Lagos,Self-Employed,94669,True,2022-09-27,Referral
BRWD2645CEA,40,M,Imo,Salaried,262821,False,2024-06-17,Social Media
BRW26BDFEB4,23,M,Imo,Salaried,334311,True,2023-01-01,Social Media
BRW1782ADC2,25,F,Delta,Salaried,475817,False,2022-11-30,Organic
BRWF14321B4,30,F,Kaduna,Salaried,247198,True,2023-12-23,Organic
BRWDDD388FA,57,M,Delta,Gig Worker,133247,True,2022-01-30,Organic
BRW4D09760A,33,M,Anambra,Gig Worker,122606,True,2022-09-25,Referral
BRW85D69ABF,29,M,Plateau,Gig Worker,75731,True,2023-05-13,Referral
BRW5E9BF8D1,26,M,Rivers,Gig Worker,60437,True,2022-06-20,Social Media
BRW4AE53D49,50,F,Kano,Salaried,401547,True,2022-01-21,Agent
BRW2A0C2013,18,F,Plateau,Self-Employed,244585,True,2024-02-24,Social Media
BRWE7F297D7,41,M,Kano,Self-Employed,134921,False,2023-02-10,Agent
BRW37898F02,23,M,Delta,Gig Worker,139361,True,2024-01-21,Organic
BRW061B0360,18,F,Abuja,Gig Worker,118975,True,2024-03-21,Social Media
BRW7CD92E8C,21,F,Katsina,Salaried,200588,True,2022-10-06,Referral
BRW2E1BAA8E,52,M,Katsina,Self-Employed,145054,False,2024-06-01,Organic
BRWE5C3A50F,19,F,Lagos,Gig Worker,119927,True,2024-04-30,Social Media
BRW6D4E91B1,59,F,Rivers,Salaried,388383,False,2024-05-29,Social Media
BRW49AF83D4,26,M,Enugu,Self-Employed,46142,True,2022-09-28,Agent
BRWDF8C35B9,36,M,Delta,Self-Employed,152599,True,2023-05-10,Organic
BRW406E0B5E,45,M,Enugu,Self-Employed,140246,True,2024-09-01,Social Media
BRWFEC4131F,35,F,Lagos,Salaried,197472,True,2022-08-26,Social Media
BRW9C2E4870,32,M,Borno,Salaried,242849,True,2022-03-27,Organic
BRWF0142EB8,22,F,Abuja,Gig Worker,84200,True,2023-09-24,Referral
BRW566062D3,34,M,Borno,Gig Worker,119690,True,2023-02-26,Social Media
BRWC23E63A9,26,F,Ogun,Salaried,248528,True,2022-01-06,Organic
BRW231E09DF,23,M,Kaduna,Self-Employed,168116,False,2022-08-30,Social Media
BRWE65E3414,45,F,Katsina,Self-Employed,265090,True,2022-04-18,Social Media
BRW2CE80D13,19,M,Katsina,Salaried,87143,True,2022-07-22,Social Media
BRW807DFFA9,63,M,Imo,Salaried,302393,True,2023-05-14,Organic
BRW3DE9AE40,56,M,Delta,Self-Employed,42427,False,2024-01-08,Agent
BRWD58A98E1,43,F,Ogun,Self-Employed,201244,True,2022-05-25,Organic
BRWDDDEAF8C,43,F,Anambra,Gig Worker,144779,True,2023-04-29,Social Media
BRW6CC306D0,60,F,Kano,Unemployed,28597,True,2024-04-29,Social Media
BRW8F13057E,25,M,Lagos,Salaried,326674,True,2022-07-12,Organic
BRW03064DC0,20,M,Enugu,Self-Employed,64828,True,2022-03-10,Social Media
BRWB7432764,35,M,Rivers,Salaried,409683,True,2024-04-20,Agent
BRW8A8D5078,30,F,Delta,Gig Worker,68139,False,2023-07-29,Social Media
BRW1CFD2F4E,42,M,Rivers,Salaried,159912,True,2022-09-27,Social Media
BRW759CF6B6,21,F,Kaduna,Self-Employed,209038,True,2024-05-23,Social Media
BRW1243A6B1,24,F,Plateau,Gig Worker,134207,True,2022-06-22,Organic
BRW7176AD99,23,M,Kano,Salaried,402397,True,2022-01-01,Social Media
BRW7B196919,58,F,Delta,Salaried,348280,True,2022-12-01,Social Media
BRW14974A8B,48,M,Delta,Salaried,286174,True,2022-12-30,Social Media
BRW7605B482,34,F,Rivers,Self-Employed,271548,False,2024-08-26,Referral
BRW79F6E28B,24,F,Enugu,Salaried,309241,True,2022-09-14,Referral
BRW53D15001,35,M,Edo,Self-Employed,131273,True,2023-04-23,Referral
BRW91C05975,27,F,Plateau,Self-Employed,201736,False,2023-01-27,Social Media
BRW9AE621D0,60,M,Lagos,Unemployed,0,True,2022-12-03,Organic
BRW40EA1AA6,28,F,Lagos,Salaried,86812,True,2023-10-20,Social Media
BRWFF09CFF1,19,M,Lagos,Gig Worker,53166,False,2024-04-23,Organic
BRWA2216CAE,46,F,Enugu,Self-Employed,199264,True,2024-02-07,Agent
BRWBC556D7B,48,M,Ogun,Gig Worker,25006,False,2022-06-06,Referral
BRW47159866,22,M,Edo,Gig Worker,30855,True,2023-03-31,Referral
BRW021A09BE,19,M,Edo,Salaried,365256,True,2023-09-21,Referral
BRWE34C662D,26,M,Katsina,Gig Worker,137921,True,2023-08-24,Referral
BRW44A015A4,27,M,Edo,Salaried,428386,True,2022-03-04,Organic
BRWA74BB65A,53,M,Kano,Self-Employed,231091,True,2022-10-10,Referral
BRW413581B7,44,F,Edo,Self-Employed,206540,False,2022-11-15,Organic
BRWAF48CD18,27,F,Abuja,Salaried,377886,True,2023-04-20,Organic
BRW55D1F014,59,M,Ogun,Salaried,125307,True,2022-01-21,Referral
BRW025806BC,50,M,Plateau,Salaried,276361,True,2022-09-10,Social Media
BRWA87FEAA9,43,F,Oyo,Unemployed,11261,True,2023-12-24,Organic
BRW31C8C112,25,M,Rivers,Self-Employed,148523,True,2022-07-24,Organic
BRWF2C33FF9,25,M,Kaduna,Gig Worker,54674,True,2022-12-24,Referral
BRW3443290C,34,F,Lagos,Gig Worker,110051,False,2023-08-23,Social Media
BRW16C3167F,34,M,Imo,Salaried,448148,True,2024-03-26,Organic
BRW0DA90945,26,F,Abuja,Unemployed,23075,True,2022-08-04,Organic
BRWAF486C79,32,M,Imo,Salaried,140449,True,2022-05-24,Social Media
BRWE93C4EB7,26,F,Lagos,Self-Employed,212570,True,2022-04-18,Referral
BRW249C8037,56,M,Kaduna,Salaried,300939,True,2022-04-13,Organic
BRWEDA3FF8F,27,M,Lagos,Salaried,366669,True,2023-09-24,Social Media
BRW9644D160,36,M,Rivers,Self-Employed,144682,True,2023-01-18,Referral
BRW3AFE9C79,32,Unspecified,Plateau,Self-Employed,50519,True,2024-08-15,Agent
BRW98583B36,33,M,Ogun,Self-Employed,242918,True,2022-01-30,Organic
BRW1A396276,22,F,Anambra,Salaried,392921,True,2024-09-22,Social Media
BRW92CB9021,21,F,Abuja,Gig Worker,123359,True,2024-02-24,Organic
BRW6F7FCD53,27,M,Kano,Self-Employed,160740,True,2022-06-26,Social Media
BRWF2B3FA3E,20,M,Katsina,Salaried,186599,True,2023-12-03,Social Media
BRW900F9B85,49,M,Enugu,Salaried,163534,True,2023-02-08,Referral
BRW0681E549,59,M,Rivers,Gig Worker,128966,True,2022-04-09,Social Media
BRWA2D0F54C,25,F,Edo,Unemployed,18103,True,2024-06-12,Social Media
BRW8B307A1C,29,F,Ogun,Salaried,336014,True,2024-06-25,Referral
BRW5EC6B147,49,M,Lagos,Self-Employed,129089,True,2024-02-09,Social Media
BRWBB509F13,19,M,Rivers,Salaried,342117,True,2022-04-06,Social Media
BRWB5F7AA2D,41,M,Imo,Self-Employed,114701,False,2022-02-05,Organic
BRW30E4C976,61,F,Edo,Salaried,288779,True,2024-04-05,Organic
BRW52350895,43,F,Lagos,Salaried,292060,True,2022-05-12,Social Media
BRW17759ABB,28,F,Imo,Self-Employed,167438,True,2024-02-29,Organic
BRW4CF5A729,30,F,Borno,Gig Worker,35198,False,2023-05-30,Social Media
BRWF04A33BF,32,Unspecified,Abuja,Salaried,360506,True,2023-03-11,Social Media
BRW7A5A139A,28,M,Plateau,Gig Worker,39711,True,2022-09-22,Organic
BRW98316B10,52,M,Enugu,Gig Worker,79636,True,2022-05-05,Agent
BRW2FBD70CD,31,F,Oyo,Salaried,394220,True,2023-11-23,Organic
BRWC7C306C6,52,M,Delta,Self-Employed,86852,True,2022-11-29,Organic
BRWA9C77EF4,18,M,Katsina,Salaried,463728,True,2022-06-29,Organic
BRW54F2F41D,20,M,Plateau,Gig Worker,102958,True,2024-09-22,Social Media
BRW443523A5,39,F,Lagos,Unemployed,29008,True,2023-01-17,Organic
BRW5FF0FC68,38,F,Delta,Gig Worker,126492,True,2024-01-13,Organic
BRWC5C44687,60,M,Kano,Gig Worker,75381,False,2022-09-21,Referral
BRWF2CCA066,47,F,Borno,Salaried,307244,True,2022-09-25,Agent
BRW86FDC568,39,M,Borno,Self-Employed,248069,True,2023-08-11,Social Media
BRWEE90D8C6,48,F,Kano,Self-Employed,235787,True,2023-11-19,Organic
BRW540A47BF,29,M,Delta,Salaried,229376,True,2024-03-11,Social Media
BRWFB85E8DC,21,F,Imo,Salaried,394090,True,2022-08-15,Organic
BRWC253F682,45,M,Katsina,Salaried,400542,True,2023-04-17,Social Media
BRW048387D9,40,M,Anambra,Salaried,283968,True,2022-12-15,Social Media
BRW9C85A3BF,53,M,Anambra,Salaried,469321,True,2023-11-21,Social Media
BRW1A119CF6,29,F,Imo,Gig Worker,94883,True,2022-12-20,Organic
BRWBE3DF20F,48,M,Kaduna,Self-Employed,119700,True,2023-04-24,Organic
BRWE36024FE,39,F,Delta,Salaried,264353,False,2022-01-24,Referral
BRW08D29556,25,M,Plateau,Gig Worker,149719,True,2023-01-23,Referral
BRW8CCF389E,54,M,Abuja,Salaried,194454,True,2022-07-02,Agent
BRW31B2419F,49,M,Rivers,Unemployed,0,True,2023-09-06,Organic
BRW1ECF32E5,49,F,Imo,Self-Employed,214125,True,2022-11-22,Social Media
BRWFB9DA09A,34,M,Enugu,Salaried,291794,True,2024-08-04,Social Media
BRW1B543A26,59,M,Edo,Salaried,231208,True,2023-04-21,Referral
BRW3597395A,43,F,Delta,Salaried,384169,True,2023-10-14,Organic
BRW9A8A1D55,23,Unspecified,Ogun,Self-Employed,171953,True,2023-02-23,Agent
BRW22B32F94,26,F,Imo,Salaried,378480,True,2023-01-15,Organic
BRW2E914FED,38,F,Edo,Gig Worker,71031,True,2024-07-24,Organic
BRW35837F9A,28,M,Katsina,Gig Worker,42965,False,2022-11-27,Organic
BRWD1CB6380,19,M,Rivers,Salaried,382829,True,2023-03-31,Agent
BRW5C0D0601,51,F,Edo,Unemployed,21391,True,2024-07-31,Agent
BRW4E6D29F2,24,M,Lagos,Gig Worker,29154,True,2023-02-21,Agent
BRW8FB627B5,64,F,Oyo,Gig Worker,29222,False,2023-07-05,Organic
BRW6C9843CC,50,F,Enugu,Self-Employed,180029,True,2024-01-14,Organic
BRWE99E0C1E,52,F,Kaduna,Gig Worker,115046,True,2024-08-07,Social Media
BRWF5E91DC2,41,M,Edo,Self-Employed,72520,True,2024-04-25,Social Media
BRW20409ACF,51,M,Kaduna,Gig Worker,68033,True,2022-09-06,Referral
BRW579ADF8E,23,F,Enugu,Salaried,416611,False,2023-05-19,Referral
BRWCA3923D5,48,M,Borno,Salaried,441336,True,2022-09-22,Social Media
BRWD62466D0,37,M,Lagos,Gig Worker,39401,True,2023-01-15,Social Media
BRW6B2FDC73,45,M,Imo,Salaried,455304,True,2024-01-01,Social Media
BRWD538300F,25,M,Ogun,Gig Worker,111105,True,2023-01-29,Organic
BRW07A4B7E3,23,M,Ogun,Gig Worker,96445,True,2023-01-08,Referral
BRWC7030F5B,47,F,Kaduna,Unemployed,0,True,2023-08-25,Agent
BRW92270678,25,F,Imo,Self-Employed,266861,True,2023-06-22,Social Media
